time,"Capacitor V min","Capacitor V max","Capacitor A min","Capacitor A max"
7.697874999773851,0,0,0,0
7.69819499977385,0,0,0,0
7.698514999773851,0,0,0,0
7.698834999773851,0,0,0,0
7.69915499977385,0,0,0,0
7.699474999773851,0,0,0,0
7.699794999773851,0,0,0,0
7.7001149997738505,0,0,0,0
7.700434999773851,0,0,0,0
7.70075499977385,0,0,0,0
7.701074999773851,0,0,0,0
7.701394999773851,0,0,0,0
7.70171499977385,0,0,0,0
7.702034999773851,0,0,0,0
7.702354999773851,0,0,0,0
7.70267499977385,0,0,0,0
7.702994999773851,0,0,0,0
7.703314999773851,0,0,0,0
7.7036349997738505,0,0,0,0
7.703954999773851,0,0,0,0
7.704274999773851,0,0,0,0
7.7045949997738505,0,0,0,0
7.704914999773851,0,0,0,0
7.70523499977385,0,0,0,0
7.705554999773851,0,0,0,0
7.705874999773851,0,0,0,0
7.70619499977385,0,0,0,0
7.706514999773851,0,0,0,0
7.706834999773851,0,0,0,0
7.70715499977385,0,0,0,0
7.707474999773851,0,0,0,0
7.707794999773851,0,0,0,0
7.7081149997738505,0,0,0,0
7.708434999773851,0,0,0,0
7.70875499977385,0,0,0,0
7.709074999773851,0,0,0,0
7.709394999773851,0,0,0,0
7.70971499977385,0,0,0,0
7.710034999773851,0,5,-3.552713678800501e-15,3.552713678800501e-15
7.710354999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.71067499977385,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.710994999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.711314999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.7116349997738505,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.711954999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.712274999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.7125949997738505,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.712914999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.71323499977385,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.713554999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.713874999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.71419499977385,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.714514999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.714834999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.71515499977385,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.715474999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
7.715794999773851,5,5,-3.552713678800501e-15,3.552713678800501e-15
